job_title,salary_estimate,industry,sector,job_city,job_state,size,founded,type_of_ownership,revenue,seniority,seniority_level,avg_salary,avg_salary_predicted,final_salary,was_missing
Data Engineer 4 - Contract,$59K-$115K (Glassdoor est.),Religious Organizations,Non-Profit,Riverton,UT,10000+ employees,-1,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,87000,,87000,False
Data Analyst - Asset Management,$71K-$136K (Glassdoor est.),Real Estate,Real Estate,San Francisco,CA,51 to 200 employees,2013,Company - Private,Unknown / Non-Applicable,unknown,0,103500,,103500,False
Senior Research Scientist - Embedded System Development for DevOps,$81K-$167K (Glassdoor est.),Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984,College / University,Unknown / Non-Applicable,senior,3,124000,,124000,False
Data Scientist - Bioinformatics,$49K-$85K (Glassdoor est.),Energy,"Oil, Gas, Energy & Utilities",Richland,WA,1001 to 5000 employees,1965,Government,$500 million to $1 billion (USD),unknown,0,67000,,67000,False
Data Engineer,$60K-$114K (Glassdoor est.),IT Services,Information Technology,Washington,DC,10000+ employees,2000,Company - Private,$2 to $5 billion (USD),unknown,0,87000,,87000,False
Customer Data Scientist/Sales Engineer,$71K-$204K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,Chicago,IL,201 to 500 employees,2011,Company - Private,Unknown / Non-Applicable,unknown,0,137500,,137500,False
Lead Data Scientist,$75K-$125K (Glassdoor est.),Advertising & Marketing,Business Services,Cincinnati,OH,201 to 500 employees,1987,Company - Private,$100 to $500 million (USD),lead,4,100000,,100000,False
MongoDB Data Engineer II,$77K-$136K (Glassdoor est.),Insurance Carriers,Insurance,Chattanooga,TN,5001 to 10000 employees,1945,Nonprofit Organization,$5 to $10 billion (USD),unknown,0,106500,,106500,False
Senior Data Scientist Statistics,$74K-$123K (Glassdoor est.),Energy,"Oil, Gas, Energy & Utilities",Richland,WA,1001 to 5000 employees,1965,Government,$500 million to $1 billion (USD),senior,3,98500,,98500,False
Senior Data Analyst,$44K-$78K (Glassdoor est.),Security Services,Business Services,Clearwater,FL,501 to 1000 employees,2010,Company - Private,$100 to $500 million (USD),senior,3,61000,,61000,False
Senior Spark Engineer (Data Science),$65K-$148K (Glassdoor est.),Consulting,Business Services,Indianapolis,IN,51 to 200 employees,2008,Company - Private,Unknown / Non-Applicable,senior,3,106500,,106500,False
Data Engineer,$59K-$110K (Glassdoor est.),Internet,Information Technology,Cambridge,MA,51 to 200 employees,2005,Company - Private,Unknown / Non-Applicable,unknown,0,84500,,84500,False
BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Ewing,NJ,1001 to 5000 employees,1846,Company - Public,$2 to $5 billion (USD),unknown,0,109500,,109500,False
Lead Data Scientist,$124K-$204K (Glassdoor est.),Insurance Carriers,Insurance,Boston,MA,5001 to 10000 employees,1851,Company - Private,$10+ billion (USD),lead,4,164000,,164000,False
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,10000+ employees,1976,Subsidiary or Business Segment,$10+ billion (USD),unknown,0,169000,,169000,False
Senior Data Scientist,$110K-$174K (Glassdoor est.),Telecommunications Services,Telecommunications,Cupertino,CA,5001 to 10000 employees,1996,Company - Public,$2 to $5 billion (USD),senior,3,142000,,142000,False
Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Boston,MA,10000+ employees,1781,Company - Public,$10+ billion (USD),unknown,0,76500,,76500,False
"Data Scientist (Actuary, FSA or ASA)",$81K-$133K (Glassdoor est.),Insurance Carriers,Insurance,Frederick,MD,501 to 1000 employees,1981,Company - Private,$500 million to $1 billion (USD),unknown,0,107000,,107000,False
Staff Data Scientist,$132K-$211K (Glassdoor est.),Computer Hardware & Software,Information Technology,San Jose,CA,10000+ employees,1970,Company - Public,$10+ billion (USD),unknown,0,171500,,171500,False
Senior Data Scientist / Machine Learning,$73K-$119K (Glassdoor est.),Insurance Agencies & Brokerages,Insurance,Dallas,TX,201 to 500 employees,2013,Company - Private,Unknown / Non-Applicable,senior,3,96000,,96000,False
Data Scientist - Health Data Analytics,$110K-$175K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,San Francisco,CA,51 to 200 employees,2010,Company - Private,Unknown / Non-Applicable,unknown,0,142500,,142500,False
Data Engineer 5 - Contract (Remote),$74K-$140K (Glassdoor est.),Religious Organizations,Non-Profit,Riverton,UT,10000+ employees,-1,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,107000,,107000,False
Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Marlborough,MA,1001 to 5000 employees,2010,Company - Private,$1 to $2 billion (USD),senior,3,145000,,145000,False
Senior Data Analyst,$43K-$80K (Glassdoor est.),Colleges & Universities,Education,Herndon,VA,201 to 500 employees,1993,Nonprofit Organization,$25 to $50 million (USD),senior,3,61500,,61500,False
Medical Lab Scientist,$17-$24 Per Hour(Glassdoor est.),Health Care Services & Hospitals,Health Care,West Reading,PA,5001 to 10000 employees,2017,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,20500,,20500,False
"Risk and Analytics IT, Data Scientist",$91K-$149K (Glassdoor est.),Investment Banking & Asset Management,Finance,Madison,WI,51 to 200 employees,1951,Government,$50 to $100 million (USD),unknown,0,120000,,120000,False
"Scientist, Analytical Development",$42K-$82K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,201 to 500 employees,2013,Company - Public,$100 to $500 million (USD),unknown,0,62000,,62000,False
Senior Data Scientist,$116K-$185K (Glassdoor est.),Computer Hardware & Software,Information Technology,San Francisco,CA,5001 to 10000 employees,1982,Company - Public,$2 to $5 billion (USD),senior,3,150500,,150500,False
Analytics Manager,$59K-$116K (Glassdoor est.),Advertising & Marketing,Business Services,Dearborn,MI,201 to 500 employees,1967,Company - Private,Unknown / Non-Applicable,unknown,0,87500,,87500,False
Data Engineer,$48K-$95K (Glassdoor est.),Advertising & Marketing,Business Services,Winter Park,FL,51 to 200 employees,2006,Company - Public,$25 to $50 million (USD),unknown,0,71500,,71500,False
Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),"Department, Clothing, & Shoe Stores",Retail,San Rafael,CA,51 to 200 employees,2006,Subsidiary or Business Segment,$100 to $500 million (USD),unknown,0,51500,,51500,False
Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,San Diego,CA,10000+ employees,1781,Company - Public,$10+ billion (USD),unknown,0,151500,,151500,False
Senior Data Analyst,$55K-$100K (Glassdoor est.),IT Services,Information Technology,Hamilton,NJ,201 to 500 employees,2014,Company - Private,Unknown / Non-Applicable,senior,3,77500,,77500,False
Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Boston,MA,10000+ employees,1781,Company - Public,$10+ billion (USD),principal,5,140000,,140000,False
Senior Data Scientist,$73K-$124K (Glassdoor est.),Insurance Carriers,Insurance,Woodbridge,NJ,1001 to 5000 employees,1982,Company - Private,$10 to $25 million (USD),senior,3,98500,,98500,False
Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,IT Services,Information Technology,San Francisco,CA,51 to 200 employees,2017,Company - Private,$5 to $10 million (USD),principal,5,225000,,225000,False
MED TECH/LAB SCIENTIST - LABORATORY,$21-$34 Per Hour(Glassdoor est.),Health Care Services & Hospitals,Health Care,Lewes,DE,1001 to 5000 employees,1935,Nonprofit Organization,$100 to $500 million (USD),unknown,0,27500,,27500,False
"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Boston,MA,10000+ employees,1781,Company - Public,$10+ billion (USD),unknown,0,161500,,161500,False
Sr. Data Scientist II,$111K-$183K (Glassdoor est.),Insurance Carriers,Insurance,New York,NY,1001 to 5000 employees,1948,Company - Public,$1 to $2 billion (USD),unknown,0,147000,,147000,False
Excel / VBA / SQL Data Analyst,$44K-$78K (Glassdoor est.),Energy,"Oil, Gas, Energy & Utilities",Springfield,MO,501 to 1000 employees,1961,Company - Private,$1 to $2 billion (USD),unknown,0,61000,,61000,False
Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984,College / University,Unknown / Non-Applicable,unknown,0,120000,,120000,False
"VP, Data Science",$83K-$166K (Glassdoor est.),Lending,Finance,Phoenix,AZ,1001 to 5000 employees,2008,Company - Public,$500 million to $1 billion (USD),unknown,0,124500,,124500,False
Senior Data Scientist,$114K-$182K (Glassdoor est.),Financial Analytics & Research,Finance,Burbank,CA,51 to 200 employees,2009,Company - Private,$50 to $100 million (USD),senior,3,148000,,148000,False
Radar Data Analyst,$42K-$76K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,Huntsville,AL,51 to 200 employees,1996,Company - Private,$25 to $50 million (USD),unknown,0,59000,,59000,False
PL Actuarial-Lead Data Scientist,$114K-$179K (Glassdoor est.),Insurance Carriers,Insurance,Worcester,MA,5001 to 10000 employees,1852,Company - Public,$5 to $10 billion (USD),lead,4,146500,,146500,False
PV Scientist,$60K-$123K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Newton,MA,201 to 500 employees,-1,Company - Public,Unknown / Non-Applicable,unknown,0,91500,,91500,False
Senior Data & Machine Learning Scientist,$100K-$166K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Chicago,IL,501 to 1000 employees,2015,Company - Private,Unknown / Non-Applicable,senior,3,133000,,133000,False
Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Salt Lake City,UT,51 to 200 employees,2013,Company - Private,$1 to $5 million (USD),principal,5,140500,,140500,False
Data Engineer,$48K-$93K (Glassdoor est.),Computer Hardware & Software,Information Technology,Lafayette,LA,501 to 1000 employees,-1,Company - Private,Unknown / Non-Applicable,unknown,0,70500,,70500,False
"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Rochester,NY,10000+ employees,2014,Hospital,$500 million to $1 billion (USD),principal,5,84500,,84500,False
Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),Computer Hardware & Software,Information Technology,Annapolis Junction,MD,51 to 200 employees,2002,Company - Private,$5 to $10 million (USD),unknown,0,93500,,93500,False
"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,201 to 500 employees,2013,Company - Public,$100 to $500 million (USD),senior,3,134500,,134500,False
Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),Internet,Information Technology,San Francisco,CA,201 to 500 employees,2007,Company - Private,$10 to $25 million (USD),unknown,0,181000,,181000,False
"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Rochester,NY,10000+ employees,2014,Hospital,$500 million to $1 billion (USD),principal,5,84500,,84500,False
Lead Data Engineer,$190K-$220K(Employer est.),Internet,Information Technology,Mountain View,CA,51 to 200 employees,2010,Company - Private,$50 to $100 million (USD),lead,4,205000,,205000,False
Marketing Data Analyst,$35K-$62K (Glassdoor est.),Gambling,"Arts, Entertainment & Recreation",Highland,CA,1001 to 5000 employees,1986,Company - Private,$100 to $500 million (USD),unknown,0,48500,,48500,False
Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),Health Care Services & Hospitals,Health Care,Burleson,TX,1001 to 5000 employees,1977,Hospital,$50 to $100 million (USD),unknown,0,21500,,21500,False
R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),Food & Beverage Manufacturing,Manufacturing,Hoopeston,IL,501 to 1000 employees,-1,Company - Private,$100 to $500 million (USD),unknown,0,52500,,52500,False
Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984,College / University,Unknown / Non-Applicable,senior,3,124000,,124000,False
Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Scotts Valley,CA,501 to 1000 employees,1996,Nonprofit Organization,$500 million to $1 billion (USD),unknown,0,64000,,64000,False
Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),Gas Stations,Retail,Knoxville,TN,10000+ employees,1958,Company - Private,$10+ billion (USD),unknown,0,98000,,98000,False
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),Health Care Services & Hospitals,Health Care,Millville,DE,1001 to 5000 employees,1935,Nonprofit Organization,$100 to $500 million (USD),unknown,0,27500,,27500,False
Food Scientist - Developer,$40K-$68K (Glassdoor est.),Food & Beverage Manufacturing,Manufacturing,Milwaukee,WI,501 to 1000 employees,1964,Company - Private,Unknown / Non-Applicable,unknown,0,54000,,54000,False
Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Rockville,MD,201 to 500 employees,1961,Company - Private,$25 to $50 million (USD),unknown,0,81000,,81000,False
Sr. Data Engineer,$75K-$140K (Glassdoor est.),Transportation Management,Transportation & Logistics,Chicago,IL,1001 to 5000 employees,2005,Company - Public,$2 to $5 billion (USD),unknown,0,107500,,107500,False
Data Scientist - Quantitative,$86K-$139K (Glassdoor est.),Logistics & Supply Chain,Transportation & Logistics,Chicago,IL,501 to 1000 employees,1995,Company - Private,Unknown / Non-Applicable,unknown,0,112500,,112500,False
Data Scientist,$66K-$112K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,Herndon,VA,10000+ employees,1995,Company - Public,$10+ billion (USD),unknown,0,89000,,89000,False
Senior Research Statistician- Data Scientist,$76K-$125K (Glassdoor est.),Insurance Carriers,Insurance,Sheboygan,WI,1001 to 5000 employees,1925,Company - Private,$1 to $2 billion (USD),senior,3,100500,,100500,False
"Business Data Analyst, SQL",$44K-$86K (Glassdoor est.),Travel Agencies,Travel & Tourism,New York,NY,1001 to 5000 employees,2002,Company - Private,$2 to $5 billion (USD),unknown,0,65000,,65000,False
Medical Technologist / Clinical Laboratory Scientist,$15-$25 Per Hour(Glassdoor est.),Federal Agencies,Government,New Orleans,LA,10000+ employees,1930,Government,Unknown / Non-Applicable,unknown,0,20000,,20000,False
Data Scientist,$53K-$92K (Glassdoor est.),Consulting,Business Services,Dallas,TX,201 to 500 employees,1999,Subsidiary or Business Segment,Unknown / Non-Applicable,unknown,0,72500,,72500,False
Senior Data Analyst,$44K-$78K (Glassdoor est.),Security Services,Business Services,Clearwater,FL,501 to 1000 employees,2010,Company - Private,$100 to $500 million (USD),senior,3,61000,,61000,False
BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Ewing,NJ,1001 to 5000 employees,1846,Company - Public,$2 to $5 billion (USD),unknown,0,109500,,109500,False
Data Engineer,$59K-$110K (Glassdoor est.),Internet,Information Technology,Cambridge,MA,51 to 200 employees,2005,Company - Private,Unknown / Non-Applicable,unknown,0,84500,,84500,False
Data Scientist,$64K-$111K (Glassdoor est.),Advertising & Marketing,Business Services,Chicago,IL,51 to 200 employees,1992,Company - Private,$10 to $25 million (USD),unknown,0,87500,,87500,False
Data Analyst,$65K-$120K (Glassdoor est.),Video Games,Media,San Mateo,CA,1001 to 5000 employees,1997,Company - Public,$10+ billion (USD),unknown,0,92500,,92500,False
Associate Data Scientist/Computer Scientist,$60K-$103K (Glassdoor est.),Federal Agencies,Government,McLean,VA,5001 to 10000 employees,1958,Nonprofit Organization,$1 to $2 billion (USD),unknown,0,81500,,81500,False
